"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013722","1965","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    811.3","","     811.3","0","        92","0","        64","0","        10","0","        8","","         4","0","         0","0","        84","0","         3","0","       205","0","        26","0","       168"," ","        40"," ","        58"," ","  -13.3","0,0119, ","   152"," ,0,0117, ","    97"," ,0,0130, ","  58.2"," ,0,0612, ","   34.4","0,0827, ","-1.1","0,1025","-4.4","0,1030","-4.4","0,1030","-7.2","0,1227","","","-2.2","0,0403","-2.2","0,0403","-4.4","0,0322","-8.3","0,0321","-9.4","0,0227","    2028.9","9","","","","","","","","","    2028.9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    875.1"," ,0","      61.9","X","      333"," ,0","     15.06","0","     21.50","0","      8.63","0","   164430","X","       240","X","","","","","","","      14.3","X","","","","","",""
"USW00013722","1966","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    813.3","","     813.3","0","       106","0","        64","0","        13","0","       12","","         4","0","         0","0","        79","0","         3","0","       198","0","        42","0","       153"," ","        27"," ","        33"," ","  -16.1","0,0131, ","   254"," ,0,0127, ","   193"," ,0,0126, ","  45.7"," ,0,0919, ","   36.1","0,0714,+","-1.7","0,1103","-3.9","0,1104","-4.4","0,1203","-7.8","0,1204","-8.9","0,1225","0.0","0,0417","-6.7","0,0329","-6.7","0,0329","-6.7","0,0329","-9.4","0,0206","    2046.6","6","","","","","","","","","    2046.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1006.2"," ,0","      58.1","X","      326"," ,0","     14.80","0","     20.89","0","      8.70","0","   155598","X","       340","X","","","","","","","      17.9","X","","","","","",""
"USW00013722","1967","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    696.9","","     696.9","0","       105","0","        75","0","         7","0","        4","","         2","0","         0","0","        73","0","         1","0","       213","0","        17","0","       176"," ","        34"," ","        39"," ","  -13.3","0,0225, ","   229"," ,0,0210, ","   231"," ,0,0209, ","  84.8"," ,0,0618, ","   33.9","0,0711,+","-0.6","0,1029","-3.3","0,1106","-5.6","0,1107","-6.7","0,1108","-8.9","0,1224","-1.7","0,0323","-7.2","0,0319","-7.2","0,0319","-7.2","0,0319","-11.7","0,0226","    1880.6","6","","","","","","","","","    1880.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1005.7"," ,0","      59.4","X","      280"," ,0","     15.03","0","     21.27","0","      8.80","0","   158592","X","       320","X","","","","","","","      19.7","X","","","","","",""
"USW00013722","1968","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    771.8","","     771.8","0","       101","0","        70","0","         7","0","        7","","         4","0","         0","0","       101","0","         4","0","       210","0","        41","0","       164"," ","        23"," ","        40"," ","  -13.3","0,0212, ","    51"," ,0,0113,+","    36"," ,0,0125, ","  49.8"," ,0,0711, ","   36.7","0,0822,+","-1.1","0,1027","-2.8","0,1120","-7.8","0,1121","-7.8","0,1121","-8.9","0,1209","0.0","0,0412","-3.3","0,0325","-6.7","0,0314","-6.7","0,0314","-8.9","0,0227","    2097.4","4","","","","","","","","","    2097.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    904.5"," ,0","      62.3","X","      158"," ,0","     14.67","0","     21.29","0","      8.06","0","   167016","X","       210","X","","","","","","","      15.6","X","","","","","",""
"USW00013722","1969","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    681.3","","     681.3","0","        92","0","        66","0","        10","0","        5","","         1","0","         0","0","       104","0","         1","0","       192","0","        15","0","       182"," ","        39"," ","        40"," ","  -12.8","0,0106, ","   152"," ,0,0302, ","   236"," ,0,0301, ","  56.1"," ,0,0920,+","   35.0","0,0706, ","-3.3","0,1024","-3.3","0,1024","-6.1","0,1115","-7.2","0,1116","-10.0","0,1217","-1.7","0,0425","-6.7","0,0328","-6.7","0,0328","-6.7","0,0328","-8.9","0,0115","    2133.1","1","","","","","","","","","    2133.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1055.1"," ,0","      65.3","X","      257"," ,0","     13.83","0","     19.97","0","      7.69","0","   175878","X","       330","X","","","","","","","      20.6","X","","","","","",""
"USW00013722","1970","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    746.8","","     746.8","0","       101","0","        71","0","         9","0","        3","","         2","0","         2","0","        96","0","        10","0","       198","0","        17","0","       200"," ","        39"," ","        48"," ","  -17.8","0,0122,+","    25"," ,0,1230,+","    25"," ,0,0123,+","  56.1"," ,0,0710, ","   35.0","0,0618, ","0.0","0,1018","-2.2","0,1117","-5.6","0,1123","-9.4","0,1124","-9.4","0,1124","-1.1","0,0408","-6.1","0,0317","-6.1","0,0317","-6.7","0,0316","-9.4","0,0226","    2380.5","5","","","","","","","","","    2380.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    915.1"," ,0","      67.5","X","       66"," ,0","     14.33","0","     20.71","0","      7.95","0","   180252","X","       190","X","","","","","","","      15.6","X","","","","","",""
"USW00013722","1971","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    753.9","","     753.9","0","       107","0","        84","0","        17","0","        3","","         2","0","         0","0","        79","0","         7","0","       208","0","        18","0","       232"," ","        42"," ","        52"," ","  -15.0","0,0202, ","   102"," ,0,1204, ","   132"," ,0,0326, ","  67.1"," ,0,1001, ","   34.4","0,0718,+","-0.6","0,1105","-3.3","0,1108","-7.8","0,1123","-7.8","0,1123","","","-0.6","0,0415","-3.9","0,0331","-5.0","0,0325","-8.3","0,0211","-11.1","0,0210","    2128.5","5","","","","","","","","","    2128.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1159.9"," ,0","      58.8","X","      229"," ,0","     14.99","0","     21.02","0","      8.95","0","   157116","X","       270","X","","","","","","","      18.3","X","","","","","",""
"USW00013722","1972","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    624.6","","     624.6","0","       128","0","        88","0","        14","0","        2","","         1","0","         0","0","        65","0","         2","0","       195","0","        15","0","       218"," ","        40"," ","        53"," ","  -15.6","0,0116, ","    25"," ,0,0326,+","    66"," ,0,0325, ","  68.6"," ,0,0929, ","   34.4","0,0723, ","-2.2","0,1020","-2.2","0,1020","-4.4","0,1123","-6.7","0,1124","-8.9","0,1217","0.0","0,0410","-5.0","0,0409","-5.0","0,0409","-7.2","0,0210","-8.9","0,0208","    1775.0","0","","","","","","","","","    1775.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1314.3"," ,0","      56.0","X","      102"," ,0","     14.68","0","     20.60","0","      8.76","0","   150282","X","       200","X","","","","","","","      24.1","X","","","","","",""
"USW00013722","1973","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    797.8","","     797.8","0","       108","0","        78","0","        13","0","       16","","         4","0","         0","0","        76","0","         7","0","       219","0","        17","0","       208"," ","        41"," ","        48"," ","  -14.4","0,0212, ","   127"," ,0,0211,+","   145"," ,0,0108, ","  81.8"," ,0,0202, ","   35.0","0,0617, ","-1.1","0,1018","-2.2","0,1110","-5.0","0,1111","-7.2","0,1217","-12.2","0,1218","-1.1","0,0414","-3.3","0,0412","-4.4","0,0220","-6.7","0,0219","-11.1","0,0218","    1952.1","1","","","","","","","","","    1952.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1180.0"," ,0","      58.5","X","      358"," ,0","     15.41","0","     21.71","0","      9.12","0","   157686","X","       290","X","","","","","","","      15.6","X","","","","","",""
"USW00013722","1974","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    715.5","","     715.5","0","       115","0","        82","0","        11","0","        0","","         1","0","         0","0","        63","0","         1","0","       212","0","        17","0","       197"," ","        48"," ","        41"," ","   -7.8","0,0227, ","     0","T,0,0326,+","    74"," ,0,0325, ","  39.9"," ,0,0128, ","   33.9","0,0715,+","0.0","0,1003","-3.3","0,1021","-5.0","0,1126","-6.7","0,1127","","","0.0","0,0411","-2.2","0,0326","-7.8","0,0227","-7.8","0,0227","","","    1583.9","9","","","","","","","","","    1583.9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1035.5"," ,0","      53.2","X","       74"," ,0","     15.36","0","     21.41","0","      9.31","0","   143580","X","       310","X","","","","","","","      15.2","X","","","","","",""
"USW00013722","1975","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    781.4","","     781.4","0","       114","0","        83","0","        10","0","        0","","         1","0","         0","0","        72","0","         0","0","       209","0","        33","0","       230"," ","        42"," ","        51"," ","  -12.2","0,1219, ","     0","T,0,1225,+","    66"," ,0,1123, ","  79.2"," ,0,1112, ","   36.1","0,0825, ","0.0","0,1031","-4.4","0,1115","-4.4","0,1115","-8.3","0,1218","-12.2","0,1219","-2.2","0,0413","-2.2","0,0413","-5.0","0,0309","-7.2","0,0304","","","    2029.6","6","","","","","","","","","    2029.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1189.4"," ,0","      59.7","X","       81"," ,0","     15.31","0","     21.49","0","      9.13","0","   161214","X","       240","X","","","","","","","      15.6","X","","","","","",""
"USW00013722","1976","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    787.4","","     787.4","0","        98","0","        58","0","        10","0","        0","","         0","0","         0","0","        88","0","         3","0","       211","0","        41","0","       177"," ","        27"," ","        31"," ","  -15.0","0,0119, ","     0","T,0,0119,+","    10"," ,0,0117, ","  69.9"," ,0,0910, ","   37.8","0,0724, ","0.0","0,1023","-2.8","0,1028","-8.9","0,1109","-8.9","0,1109","-8.9","0,1109","0.0","0,0428","-2.8","0,0410","-6.1","0,0208","-7.2","0,0123","-15.0","0,0119","    1698.0","0","","","","","","","","","    1698.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    856.9"," ,0","      60.5","X","       10"," ,0","     14.86","0","     21.52","0","      8.19","0","   161388","X","       220","X","","","","","       225","X","      14.3","X","","","","","      21.6","X"
"USW00013722","1977","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    921.2","","     921.2","0","        98","0","        65","0","         8","0","        2","","         2","0","         1","0","        90","0","         6","0","       214","0","        56","0","       189"," ","        34"," ","        51"," ","  -18.3","0,0117, ","    51"," ,0,0125, ","    46"," ,0,0124, ","  66.0"," ,0,0908, ","   39.4","0,0708, ","-1.7","0,1018","-3.3","0,1112","-5.0","0,1113","-6.7","0,1114","-10.6","0,1208","-0.6","0,0510","-3.9","0,0308","-5.6","0,0301","-11.1","0,0218","-11.1","0,0218","    2409.0","0","","","","","","","","","    2409.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    942.3"," ,0","      60.0","X","       92"," ,0","     14.77","0","     21.33","0","      8.20","0","   161004","X","       330","X","","","","","       315","X","      17.4","X","","","","","      22.6","X"
"USW00013722","1978","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    905.4","","     905.4","0","       111","0","        72","0","        13","0","        7","","         4","0","         0","0","        83","0","         2","0","       210","0","        55","0","       222"," ","        38"," ","        43"," ","  -13.9","0,0223, ","   127"," ,0,0223,+","    81"," ,0,0222,+","  85.6"," ,0,0426, ","   36.7","0,0628, ","0.0","0,1025","-3.9","0,1210","-5.6","0,1211","-6.7","0,1229","","","0.0","0,0422","-2.2","0,0318","-6.7","0,0305","-6.7","0,0305","-13.9","0,0223","    2279.1","1","","","","","","","","","    2279.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1091.6"," ,0","      65.2","X","      269"," ,0","     15.03","0","     21.31","0","      8.75","0","   177570","X","       260","X","","","","","       225","X","      14.3","X","","","","","      24.7","X"
"USW00013722","1979","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    688.0","","     688.0","0","       107","0","        72","0","        13","0","       10","","         4","0","         0","0","        78","0","         2","0","       214","0","        18","0","       209"," ","        34"," ","        46"," ","  -13.3","0,0210, ","   254"," ,0,0219, ","   262"," ,0,0218, ","  63.2"," ,0,0905, ","   36.7","0,0808, ","-1.1","0,1027","-3.3","0,1114","-8.9","0,1130","-8.9","0,1130","-8.9","0,1130","-1.1","0,0327","-2.2","0,0317","-5.0","0,0316","-10.6","0,0220","-10.6","0,0220","    1880.1","1","","","","","","","","","    1880.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1152.5"," ,0","      54.4","X","      448"," ,0","     14.76","0","     21.00","0","      8.53","0","   144456","X","       220","X","","","","","       270","X","      13.0","X","","","","","      19.5","X"
"USW00013722","1980","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    979.3","","     979.3","0","       110","0","        78","0","         6","0","       14","","         7","0","         0","0","        78","0","         8","0","       196","0","        57","0","       214"," ","        31"," ","        43"," ","  -14.4","0,1226, ","   279"," ,0,0303, ","   229"," ,0,0302, ","  85.1"," ,0,0625, ","   36.7","0,0801, ","0.0","0,1112","-2.2","0,1113","-6.1","0,1120","-8.9","0,1220","-8.9","0,1220","-1.1","0,0323","-6.7","0,0304","-6.7","0,0304","-6.7","0,0304","-11.1","0,0303","    2009.0","0","","","","","","","","","    2009.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    905.6"," ,0","      53.5","X","      543"," ,0","     15.19","0","     21.35","0","      9.02","0","   144546","X","       360","X","","","","","       315","X","      15.6","X","","","","","      21.6","X"
"USW00013722","1981","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    825.1","","     825.1","0","        94","0","        59","0","        11","0","        2","","         1","0","         0","0","        92","0","         4","0","       201","0","        39","0","       177"," ","        24"," ","        29"," ","  -15.6","0,0113, ","    76"," ,0,0131, ","    66"," ,0,0130, ","  51.8"," ,0,1025, ","   37.8","0,0622, ","-1.7","0,1020","-3.3","0,1122","-4.4","0,1123","-9.4","0,1220","-9.4","0,1220","0.0","0,0416","-5.6","0,0321","-5.6","0,0321","-7.8","0,0317","-13.9","0,0204","    2166.3","3","","","","","","","","","    2166.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    924.0"," ,0","      63.8","X","       66"," ,0","     14.59","0","     20.82","0","      8.36","0","   171960","X","       310","X","","","","","","","      15.6","X","","","","","",""
"USW00013722","1982","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    860.6","","     860.6","0","       126","0","        87","0","         5","0","        9","","         2","0","         0","0","        59","0","         6","0","       216","0","        32","0","       231"," ","        48"," ","        44"," ","  -15.6","0,0111,+","   152"," ,0,0115, ","   127"," ,0,0114, ","  71.6"," ,0,0610, ","   34.4","0,0727,+","0.0","0,1105","-2.8","0,1106","-5.0","0,1212","-7.2","0,1213","","","-1.1","0,0410","-2.8","0,0407","-5.0","0,0328","-10.6","0,0127","-10.6","0,0127","    2033.6","6","      26.1","0,3,2","      26.7","0,3,3","      26.7","0,5,2","      28.3","0,5,3","    2033.6","0","      30.0","0,3,2","      27.8","0,3,3","      31.1","0,5,2","      30.0","0,5,3","      -1.1","0,3,2","      -1.1","0,3,3","      -1.7","0,5,2","       1.1","0,5,3","      -0.6","0,3,2","       0.0","0,3,3","      -0.6","0,5,2","       1.7","0,5,3","      15.1","0,3,2","      15.3","0,3,3","      14.9","0,5,2","      16.6","0,5,3","      18.0","0,3,2","      16.5","0,3,3","      18.2","0,5,2","      18.2","0,5,3","   1126.8"," ,0","      46.6","X","      167"," ,0","     15.63","0","     21.42","0","      9.84","0","   126042","X","       210","X","","","","","       225","X","      14.3","X","","","","","      23.1","X"
"USW00013722","1983","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","    825.2","","     825.2","0","       118","0","        77","0","        11","0","        2","","         3","0","         0","0","        78","0","         4","0","       187","0","        51","0","       201"," ","        24"," ","        36"," ","  -15.6","0,1225, ","    76"," ,0,0325, ","   185"," ,0,0324, ","  80.5"," ,0,0318, ","   38.3","0,0822,+","-1.7","0,1105","-2.2","0,1113","-14.4","0,1224","-14.4","0,1224","-14.4","0,1224","-2.2","0,0421","-2.2","0,0421","-5.6","0,0212","-7.2","0,0209","-8.9","0,0120","    1950.1","1","      29.4","0,3,2","      30.0","0,3,3","      29.4","0,5,2","      32.2","0,5,3","    1950.1","0","      35.0","0,3,2","      32.2","0,3,3","      35.6","0,5,2","      33.9","0,5,3","      -1.1","0,3,2","       0.0","0,3,3","      -1.7","0,5,2","       0.6","0,5,3","      -0.6","0,3,2","       0.0","0,3,3","      -1.1","0,5,2","       1.1","0,5,3","      14.7","0,3,2","      15.3","0,3,3","      14.7","0,5,2","      16.7","0,5,3","      18.6","0,3,2","      16.9","0,3,3","      18.6","0,5,2","      18.5","0,5,3","   1200.1"," ,0","      57.5","X","      299"," ,0","     14.71","0","     20.72","0","      8.71","0","   156960","X","       310","X","","","","","       270","X","      13.0","X","","","","","      24.7","X"
"USW00013722","1984","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.5","X","    736.6","","     736.6","0","       107","0","        67","0","        14","0","        2","","         1","0","         0","0","        79","0","         2","0","       196","0","        18","0","       212"," ","        40"," ","        44"," ","  -13.3","0,0122, ","    76"," ,0,0207, ","   175"," ,0,0206, ","  76.5"," ,0,0110, ","   34.4","0,0711,+","-1.1","0,1107","-2.2","0,1113","-7.8","0,1121","-7.8","0,1121","","","-1.1","0,0411","-2.2","0,0312","-5.6","0,0310","-10.0","0,0208","-10.0","0,0208","    2137.5","5","","","","","","","","","    2137.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1175.7"," ,0","","","      175"," ,0","     15.00","0","     21.02","0","      8.97","0","   163352","X","       120","X","","","","","       135","X","      19.7","X","","","","","      27.8","X"
"USW00013722","1985","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.5","X","    780.6","","     780.6","0","       101","0","        63","0","        10","0","        3","","         2","0","         2","0","        77","0","         5","0","       221","0","        31","0","       198"," ","        34"," ","        32"," ","  -22.8","0,0121, ","    51"," ,0,0129,+","    61"," ,0,0128, ","  50.0"," ,0,1121, ","   35.0","0,0710, ","0.0","0,1109","-3.3","0,1203","-9.4","0,1215","-9.4","0,1215","-9.4","0,1215","-5.0","0,0410","-5.0","0,0410","-5.0","0,0410","-8.9","0,0216","-8.9","0,0216","    1854.0","0","      28.9","0,3,2","      27.8","0,3,3","      27.2","0,5,2","      29.4","0,5,3","    1854.0","0","      33.3","0,3,2","      30.6","0,3,3","      32.2","0,5,2","      32.2","0,5,3","       0.6","0,3,2","       1.7","0,3,3","       0.0","0,5,2","       1.7","0,5,3","       2.8","0,3,2","       2.2","0,3,3","       1.7","0,5,2","       3.3","0,5,3","      15.3","0,3,2","      16.2","0,3,3","      15.8","0,5,2","      17.8","0,5,3","      20.2","0,3,2","      18.2","0,3,3","      19.5","0,5,2","      19.5","0,5,3","    970.3"," ,0","","","      104"," ,0","     15.31","0","     21.26","0","      9.36","0","   164565","X","       300","X","","","","","       315","X","      13.9","X","","","","","      20.0","X"
"USW00013722","1986","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.4","X","    993.1","","     993.1","0","        96","0","        61","0","        12","0","        1","","         0","0","         0","0","        68","0","         2","0","       215","0","        57","0","       233"," ","        29"," ","        37"," ","  -13.3","0,0128, ","    25"," ,0,0215, ","    18"," ,0,0214, "," 106.2"," ,0,0820, ","   37.8","0,0623, ","0.0","0,1020","-5.6","0,1114","-5.6","0,1114","-6.7","0,1214","","","-0.6","0,0424","-5.6","0,0323","-5.6","0,0323","-7.2","0,0308","-10.0","0,0214","    1773.1","1","      29.4","0,3,2","      28.9","0,3,3","      28.9","0,5,2","      30.6","0,5,3","    1773.1","0","      35.0","0,3,2","      31.7","0,3,3","      36.1","0,5,2","      33.9","0,5,3","       0.0","0,3,2","       0.6","0,3,3","      -0.6","0,5,2","       1.7","0,5,3","       0.6","0,3,2","       1.1","0,3,3","       0.6","0,5,2","       3.3","0,5,3","      15.6","0,3,2","      16.4","0,3,3","      15.9","0,5,2","      17.9","0,5,3","      20.0","0,3,2","      18.2","0,3,3","      19.8","0,5,2","      19.9","0,5,3","    938.6"," ,0","","","       24"," ,0","     16.00","0","     21.93","0","     10.06","0","   142709","X","       320","X","","","","","       225","X","      14.3","X","","","","","      27.2","X"
"USW00013722","1987","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.5","X","    942.2","","     942.2","0","       107","0","        69","0","        11","0","       11","","         2","0","         0","0","        81","0","         3","0","       200","0","        50","0","       207"," ","        31"," ","        41"," ","   -9.4","0,0127, ","   127"," ,0,0218,+","   132"," ,0,0227, ","  87.4"," ,0,0831, ","   37.2","0,0722,+","-0.6","0,1022","-2.8","0,1112","-5.0","0,1122","","","","","0.0","0,0406","-3.3","0,0401","-4.4","0,0220","-7.2","0,0129","-9.4","0,0127","    1969.5","5","      30.0","0,3,2","      30.0","0,3,3","      30.6","0,5,2","      32.2","0,5,3","    1969.5","0","      36.1","0,3,2","      32.8","0,3,3","      36.1","0,5,2","      35.0","0,5,3","       0.6","0,3,2","       0.6","0,3,3","      -1.1","0,5,2","       1.7","0,5,3","       1.7","0,3,2","       1.1","0,3,3","       1.1","0,5,2","       2.8","0,5,3","      15.0","0,3,2","      15.6","0,3,3","      15.2","0,5,2","      17.0","0,5,3","      18.9","0,3,2","      17.3","0,3,3","      18.9","0,5,2","      19.1","0,5,3","   1069.0"," ,0","","","      290"," ,0","     15.34","0","     21.37","0","      9.31","0","   143332","X","       300","X","","","","","       315","X","      13.9","X","","","","","      25.2","X"
"USW00013722","1988","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.4","X","    805.7","","     805.7","0","       110","0","        68","0","         8","0","        9","","         1","0","         0","0","        79","0","         6","0","       200","0","        51","0","       192"," ","        19"," ","        43"," ","  -12.8","0,0112, ","   178"," ,0,0108, ","   180"," ,0,0107, ","  43.4"," ,0,0419, ","   40.6","0,0818, ","-0.6","0,1013","-3.3","0,1205","-5.0","0,1210","-7.8","0,1212","-9.4","0,1218","-1.1","0,0420","-2.2","0,0322","-6.7","0,0226","-6.7","0,0226","-9.4","0,0214","    2064.1","1","      30.6","0,3,2","      29.4","0,3,3","      29.4","0,5,2","      32.2","0,5,3","    2064.1","0","      33.9","0,3,2","      31.1","0,3,3","      35.0","0,5,2","      36.1","0,5,3","       0.6","0,3,2","       0.6","0,3,3","       0.0","0,5,2","       2.2","0,5,3","       1.7","0,3,2","       1.7","0,3,3","       0.6","0,5,2","       2.8","0,5,3","      14.6","0,3,2","      15.2","0,3,3","      14.8","0,5,2","      16.7","0,5,3","      18.0","0,3,2","      16.7","0,3,3","      18.2","0,5,2","      18.6","0,5,3","    956.9"," ,0","","","      188"," ,0","     14.69","0","     21.04","0","      8.35","0","   153999","X","       270","X","","","","","","","      14.3","X","","","","","",""
"USW00013722","1989","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.7","X","    884.9","","     884.9","0","       147","0","       103","0","        12","0","       10","","         4","0","         0","0","        71","0","         9","0","       204","0","        32","0","       240"," ","        32"," ","        50"," ","  -13.9","0,1225, ","   152"," ,0,0219, ","   147"," ,0,0218, ","  63.8"," ,0,0817, ","   35.6","0,0711, ","-1.7","0,1117","-2.2","0,1123","-6.7","0,1124","-6.7","0,1124","-11.1","0,1222","-2.2","0,0412","-2.2","0,0412","-4.4","0,0308","-11.1","0,0225","-11.1","0,0225","    1966.4","4","      28.3","0,3,2","      28.3","0,3,3","      28.3","0,5,2","      29.4","0,5,3","    1966.4","0","      31.7","0,3,2","      31.1","0,5,2","      31.1","0,5,3","","","      -0.6","0,3,2","       0.6","0,3,3","      -0.6","0,5,2","      -1.1","0,5,3","       0.0","0,3,2","       0.0","0,5,2","       1.1","0,5,3","","","      15.4","0,3,2","      15.8","0,3,3","      15.4","0,5,2","      17.0","0,5,3","      18.2","0,3,2","      18.0","0,5,2","      18.7","0,5,3","","","   1375.8"," ,0","","","      372"," ,0","     15.16","0","     20.90","0","      9.41","0","   131373","X","       270","X","","","","","       315","X","      15.6","X","","","","","      24.2","X"
